,Date,Store,Holiday Name,Is Holiday,Weekly_Sales,Temperature,CPI,Unemployment,Fuel_Price,Temp Category,Unemployment Category
18,2010-02-05,19,No Holiday,No Holiday,1507637.17,-6,131.53000000000003,8.350000000000012,2.9499999999999966,-10°C to -1°C,Normal: 6%-9%
19,2010-02-05,20,No Holiday,No Holiday,2401395.47,-3,204.25,8.187000000000008,2.7800000000000007,-10°C to -1°C,Normal: 6%-9%
20,2010-02-05,21,No Holiday,No Holiday,798593.8799999999,4,210.75,8.324000000000005,2.569999999999996,0°C to 9°C,Normal: 6%-9%
21,2010-02-05,22,No Holiday,No Holiday,1033017.37,-4,135.35000000000016,8.283000000000005,2.789999999999999,-10°C to -1°C,Normal: 6%-9%
22,2010-02-05,23,No Holiday,No Holiday,1364721.58,-9,131.53000000000003,5.891999999999997,2.7899999999999987,-10°C to -1°C,Low: <6%
23,2010-02-05,24,No Holiday,No Holiday,1388725.63,-5,131.53000000000003,8.326000000000011,2.9499999999999966,-10°C to -1°C,Normal: 6%-9%
24,2010-02-05,25,No Holiday,No Holiday,677231.6299999999,-6,204.25,8.187000000000008,2.7800000000000007,-10°C to -1°C,Normal: 6%-9%
25,2010-02-05,26,No Holiday,No Holiday,1034119.2099999997,-12,131.53,8.488000000000007,2.789999999999999,<-10°C,Normal: 6%-9%
26,2010-02-05,27,No Holiday,No Holiday,1874289.789999999,-3,135.3500000000002,8.237000000000005,2.9499999999999966,-10°C to -1°C,Normal: 6%-9%
27,2010-02-05,28,No Holiday,No Holiday,1672352.29,10,126.4399999999999,13.975000000000016,2.9600000000000013,10°C to 19°C,High: >9%
28,2010-02-05,29,No Holiday,No Holiday,538634.46,-4,131.52999999999997,10.063999999999997,2.789999999999999,-10°C to -1°C,High: >9%
29,2010-02-05,30,No Holiday,No Holiday,465108.52000000025,4,210.75,8.324000000000009,2.5699999999999963,0°C to 9°C,Normal: 6%-9%
30,2010-02-05,31,No Holiday,No Holiday,1469252.05,4,210.75,8.324,2.5699999999999954,0°C to 9°C,Normal: 6%-9%
31,2010-02-05,32,No Holiday,No Holiday,1087616.19,1,189.37999999999974,9.014000000000006,2.580000000000003,0°C to 9°C,High: >9%
32,2010-02-05,33,No Holiday,No Holiday,274593.43,15,126.43999999999997,10.115000000000006,2.9599999999999973,10°C to 19°C,High: >9%
33,2010-02-05,34,No Holiday,No Holiday,956228.9600000003,2,126.43999999999991,9.520999999999997,2.5999999999999965,0°C to 9°C,High: >9%
34,2010-02-05,35,No Holiday,No Holiday,1230613.5,-3,135.35000000000016,9.261999999999992,2.7800000000000007,-10°C to -1°C,High: >9%
35,2010-02-05,36,No Holiday,No Holiday,467546.74,8,209.85000000000014,8.553999999999995,2.5499999999999985,0°C to 9°C,Normal: 6%-9%
36,2010-02-05,37,No Holiday,No Holiday,536006.73,8,209.85000000000016,8.55399999999999,2.5699999999999967,0°C to 9°C,Normal: 6%-9%
37,2010-02-05,38,No Holiday,No Holiday,358496.13999999996,10,126.43999999999988,13.975000000000012,2.9599999999999986,10°C to 19°C,High: >9%
38,2010-02-05,39,No Holiday,No Holiday,1230596.8,7,209.85000000000022,8.553999999999986,2.569999999999996,0°C to 9°C,Normal: 6%-9%
39,2010-02-05,40,No Holiday,No Holiday,1001943.8,-10,131.53,5.891999999999997,2.789999999999999,<-10°C,Low: <6%
40,2010-02-05,41,No Holiday,No Holiday,1086533.1800000002,-1,189.37999999999974,7.541000000000001,2.5800000000000027,-10°C to -1°C,Normal: 6%-9%
41,2010-02-05,42,No Holiday,No Holiday,543384.0099999999,12,126.43999999999991,9.764999999999992,2.9599999999999973,10°C to 19°C,High: >9%
42,2010-02-05,43,No Holiday,No Holiday,647029.2799999999,9,203.06000000000006,9.52100000000001,2.5699999999999967,0°C to 9°C,High: >9%
43,2010-02-05,44,No Holiday,No Holiday,281090.95,0,126.4399999999999,8.119000000000009,2.6700000000000013,0°C to 9°C,Normal: 6%-9%
44,2010-02-05,45,No Holiday,No Holiday,890689.5099999998,-3,181.8700000000002,8.992,2.7800000000000007,-10°C to -1°C,Normal: 6%-9%
45,2010-02-12,1,No Holiday,No Holiday,1641957.4399999997,4,211.23999999999984,8.105999999999996,2.550000000000002,0°C to 9°C,Normal: 6%-9%
46,2010-02-12,2,No Holiday,No Holiday,2137809.4999999995,4,210.89999999999975,8.324000000000002,2.550000000000002,0°C to 9°C,Normal: 6%-9%
47,2010-02-12,3,No Holiday,No Holiday,420728.95999999996,9,214.56999999999982,7.367999999999996,2.5500000000000007,0°C to 9°C,Normal: 6%-9%
48,2010-02-12,4,No Holiday,No Holiday,2188307.39,-2,126.5,8.623000000000005,2.5699999999999954,-10°C to -1°C,Normal: 6%-9%
49,2010-02-12,5,No Holiday,No Holiday,311825.70000000007,4,211.79999999999978,6.565999999999991,2.5500000000000007,0°C to 9°C,Normal: 6%-9%
50,2010-02-12,6,No Holiday,No Holiday,1606283.8600000003,5,212.77000000000032,7.259000000000004,2.550000000000002,0°C to 9°C,Normal: 6%-9%
51,2010-02-12,7,No Holiday,No Holiday,524104.92,-3,189.45999999999967,9.014000000000006,2.5699999999999954,-10°C to -1°C,High: >9%
52,2010-02-12,8,No Holiday,No Holiday,994801.4000000001,1,214.62000000000032,6.298999999999993,2.5500000000000016,0°C to 9°C,Normal: 6%-9%
53,2010-02-12,9,No Holiday,No Holiday,552677.48,3,214.80999999999992,6.415000000000006,2.5500000000000007,0°C to 9°C,Normal: 6%-9%
54,2010-02-12,10,No Holiday,No Holiday,2176028.5199999996,10,126.5,9.76499999999999,2.830000000000004,10°C to 19°C,High: >9%
55,2010-02-12,11,No Holiday,No Holiday,1574684.0799999991,9,214.56999999999982,7.367999999999997,2.5500000000000016,0°C to 9°C,Normal: 6%-9%
56,2010-02-12,12,No Holiday,No Holiday,1117863.3299999996,9,126.5,13.975000000000014,2.949999999999997,0°C to 9°C,High: >9%
57,2010-02-12,13,No Holiday,No Holiday,2030933.4599999995,1,126.5,8.315999999999997,2.669999999999996,0°C to 9°C,Normal: 6%-9%
58,2010-02-12,14,No Holiday,No Holiday,1704218.8399999999,-2,181.9799999999997,8.991999999999997,2.7700000000000027,-10°C to -1°C,Normal: 6%-9%
59,2010-02-12,15,No Holiday,No Holiday,682447.1000000001,-6,131.5900000000001,8.350000000000012,2.939999999999998,-10°C to -1°C,Normal: 6%-9%
60,2010-02-12,16,No Holiday,No Holiday,472044.2799999999,-6,189.4599999999997,7.038999999999992,2.569999999999996,-10°C to -1°C,Normal: 6%-9%
61,2010-02-12,17,No Holiday,No Holiday,841951.9099999999,-8,126.5,6.548000000000001,2.669999999999997,-10°C to -1°C,Normal: 6%-9%
62,2010-02-12,18,No Holiday,No Holiday,1187880.7,-3,131.5900000000001,9.202,2.7700000000000022,-10°C to -1°C,High: >9%
63,2010-02-12,19,No Holiday,No Holiday,1536549.9499999997,-5,131.5900000000001,8.350000000000012,2.939999999999998,-10°C to -1°C,Normal: 6%-9%
64,2010-02-12,20,No Holiday,No Holiday,2109107.9,-5,204.38999999999982,8.187000000000008,2.7700000000000027,-10°C to -1°C,Normal: 6%-9%
65,2010-02-12,21,No Holiday,No Holiday,809321.4399999998,3,210.89999999999978,8.324000000000005,2.550000000000001,0°C to 9°C,Normal: 6%-9%
66,2010-02-12,22,No Holiday,No Holiday,1022571.25,-2,135.4099999999999,8.283000000000005,2.7700000000000022,-10°C to -1°C,Normal: 6%-9%
67,2010-02-12,23,No Holiday,No Holiday,1380892.0799999998,-7,131.5900000000001,5.891999999999997,2.7700000000000027,-10°C to -1°C,Low: <6%
68,2010-02-12,24,No Holiday,No Holiday,1414107.0999999994,-3,131.5900000000001,8.326000000000011,2.939999999999998,-10°C to -1°C,Normal: 6%-9%
69,2010-02-12,25,No Holiday,No Holiday,583364.0199999998,-7,204.38999999999984,8.187000000000008,2.7700000000000022,-10°C to -1°C,Normal: 6%-9%
70,2010-02-12,26,No Holiday,No Holiday,1015684.09,-8,131.5900000000001,8.488000000000007,2.7700000000000022,-10°C to -1°C,Normal: 6%-9%
71,2010-02-12,27,No Holiday,No Holiday,1745362.72,-1,135.4099999999999,8.237000000000004,2.939999999999998,-10°C to -1°C,Normal: 6%-9%
72,2010-02-12,28,No Holiday,No Holiday,1558968.4900000002,9,126.5,13.975000000000016,2.9499999999999966,0°C to 9°C,High: >9%
73,2010-02-12,29,No Holiday,No Holiday,529672.95,-2,131.5900000000001,10.063999999999997,2.7700000000000022,-10°C to -1°C,High: >9%
74,2010-02-12,30,No Holiday,No Holiday,497374.57000000007,3,210.89999999999984,8.324000000000007,2.549999999999998,0°C to 9°C,Normal: 6%-9%
75,2010-02-12,31,No Holiday,No Holiday,1543947.23,3,210.89999999999978,8.324000000000002,2.5500000000000016,0°C to 9°C,Normal: 6%-9%
76,2010-02-12,32,No Holiday,No Holiday,1123566.1200000003,-2,189.45999999999967,9.014000000000006,2.5699999999999954,-10°C to -1°C,High: >9%
77,2010-02-12,33,No Holiday,No Holiday,294882.83,13,126.5,10.115000000000006,2.8299999999999987,10°C to 19°C,High: >9%
78,2010-02-12,34,No Holiday,No Holiday,994610.99,2,126.5,9.520999999999999,2.5699999999999954,0°C to 9°C,High: >9%
79,2010-02-12,35,No Holiday,No Holiday,1168815.3100000003,-1,135.4099999999999,9.261999999999992,2.7700000000000022,-10°C to -1°C,High: >9%
80,2010-02-12,36,No Holiday,No Holiday,469563.69999999995,8,210.0,8.553999999999995,2.540000000000002,0°C to 9°C,Normal: 6%-9%
81,2010-02-12,37,No Holiday,No Holiday,529852.7,8,210.0,8.55399999999999,2.549999999999998,0°C to 9°C,Normal: 6%-9%
82,2010-02-12,38,No Holiday,No Holiday,342214.9000000001,9,126.5,13.975000000000012,2.95,0°C to 9°C,High: >9%
83,2010-02-12,39,No Holiday,No Holiday,1266229.0699999996,7,210.0,8.553999999999984,2.5500000000000016,0°C to 9°C,Normal: 6%-9%
84,2010-02-12,40,No Holiday,No Holiday,955338.29,-6,131.5900000000001,5.891999999999997,2.7700000000000027,-10°C to -1°C,Low: <6%
85,2010-02-12,41,No Holiday,No Holiday,1075656.3400000003,-5,189.45999999999967,7.541000000000001,2.5699999999999954,-10°C to -1°C,Normal: 6%-9%
86,2010-02-12,42,No Holiday,No Holiday,575709.9599999998,10,126.5,9.764999999999992,2.829999999999999,10°C to 19°C,High: >9%
87,2010-02-12,43,No Holiday,No Holiday,682918.9899999999,9,203.2,9.52100000000001,2.549999999999998,0°C to 9°C,High: >9%
88,2010-02-12,44,No Holiday,No Holiday,286857.13,1,126.5,8.119000000000009,2.6700000000000013,0°C to 9°C,Normal: 6%-9%
89,2010-02-12,45,No Holiday,No Holiday,656988.64,-2,181.97999999999973,8.992,2.7700000000000022,-10°C to -1°C,Normal: 6%-9%
90,2010-02-19,1,No Holiday,No Holiday,1611968.17,4,211.2900000000004,8.105999999999996,2.5099999999999985,0°C to 9°C,Normal: 6%-9%
91,2010-02-19,2,No Holiday,No Holiday,2124451.54,4,210.95000000000027,8.324,2.5099999999999985,0°C to 9°C,Normal: 6%-9%
92,2010-02-19,3,No Holiday,No Holiday,421642.19,8,214.62000000000026,7.367999999999996,2.5099999999999993,0°C to 9°C,Normal: 6%-9%
93,2010-02-19,4,No Holiday,No Holiday,2049860.2599999995,2,126.53,8.623000000000003,2.5399999999999996,0°C to 9°C,Normal: 6%-9%
94,2010-02-19,5,No Holiday,No Holiday,303447.5700000001,5,211.85000000000022,6.565999999999991,2.5099999999999993,0°C to 9°C,Normal: 6%-9%
95,2010-02-19,6,No Holiday,No Holiday,1567138.0700000005,6,212.81999999999982,7.259000000000004,2.5099999999999985,0°C to 9°C,Normal: 6%-9%
96,2010-02-19,7,No Holiday,No Holiday,506760.54,-3,189.5300000000002,9.014000000000006,2.5500000000000016,-10°C to -1°C,High: >9%
97,2010-02-19,8,No Holiday,No Holiday,963960.3700000001,4,214.67000000000004,6.298999999999993,2.5099999999999985,0°C to 9°C,Normal: 6%-9%
98,2010-02-19,9,No Holiday,No Holiday,511327.9000000002,6,214.85000000000022,6.415000000000006,2.5099999999999993,0°C to 9°C,Normal: 6%-9%
99,2010-02-19,10,No Holiday,No Holiday,2113432.58,15,126.53000000000003,9.76499999999999,2.9199999999999955,10°C to 19°C,High: >9%
100,2010-02-19,11,No Holiday,No Holiday,1503298.6999999997,9,214.62000000000032,7.367999999999998,2.5099999999999985,0°C to 9°C,Normal: 6%-9%
101,2010-02-19,12,No Holiday,No Holiday,1095421.65,13,126.52999999999999,13.975000000000014,2.919999999999996,10°C to 19°C,High: >9%
102,2010-02-19,13,No Holiday,No Holiday,1970274.6400000006,2,126.53000000000003,8.315999999999995,2.6500000000000035,0°C to 9°C,Normal: 6%-9%
103,2010-02-19,14,No Holiday,No Holiday,2204556.7000000007,0,182.0300000000002,8.991999999999997,2.75,0°C to 9°C,Normal: 6%-9%
104,2010-02-19,15,No Holiday,No Holiday,660838.75,-2,131.64000000000004,8.350000000000012,2.9099999999999975,-10°C to -1°C,Normal: 6%-9%
105,2010-02-19,16,No Holiday,No Holiday,469868.70000000007,-6,189.53000000000014,7.038999999999992,2.5500000000000007,-10°C to -1°C,Normal: 6%-9%
106,2010-02-19,17,No Holiday,No Holiday,800714.0,-4,126.52999999999999,6.548000000000001,2.6500000000000035,-10°C to -1°C,Normal: 6%-9%
107,2010-02-19,18,No Holiday,No Holiday,1150663.42,-1,131.64000000000004,9.202,2.75,-10°C to -1°C,High: >9%
108,2010-02-19,19,No Holiday,No Holiday,1515976.1099999996,-2,131.64,8.350000000000012,2.9099999999999975,-10°C to -1°C,Normal: 6%-9%
109,2010-02-19,20,No Holiday,No Holiday,2161549.7600000002,-4,204.43000000000018,8.187000000000008,2.75,-10°C to -1°C,Normal: 6%-9%
110,2010-02-19,21,No Holiday,No Holiday,867283.2500000001,4,210.95000000000024,8.324000000000005,2.509999999999999,0°C to 9°C,Normal: 6%-9%
111,2010-02-19,22,No Holiday,No Holiday,988467.61,0,135.46999999999997,8.283000000000007,2.75,0°C to 9°C,Normal: 6%-9%
112,2010-02-19,23,No Holiday,No Holiday,1319588.04,-3,131.64000000000004,5.891999999999997,2.75,-10°C to -1°C,Low: <6%
113,2010-02-19,24,No Holiday,No Holiday,1385362.4900000005,-1,131.64000000000001,8.326000000000011,2.9099999999999975,-10°C to -1°C,Normal: 6%-9%
114,2010-02-19,25,No Holiday,No Holiday,676260.67,-4,204.43000000000018,8.187000000000008,2.75,-10°C to -1°C,Normal: 6%-9%
115,2010-02-19,26,No Holiday,No Holiday,999348.5499999998,-5,131.64000000000004,8.488000000000008,2.75,-10°C to -1°C,Normal: 6%-9%
116,2010-02-19,27,No Holiday,No Holiday,1945070.3299999998,0,135.46999999999997,8.237000000000005,2.9099999999999975,0°C to 9°C,Normal: 6%-9%
117,2010-02-19,28,No Holiday,No Holiday,1491300.4200000004,13,126.53,13.975000000000016,2.919999999999996,10°C to 19°C,High: >9%
118,2010-02-19,29,No Holiday,No Holiday,542399.0699999998,0,131.64000000000007,10.063999999999997,2.75,0°C to 9°C,High: >9%
119,2010-02-19,30,No Holiday,No Holiday,463513.26,4,210.95000000000005,8.324000000000007,2.5100000000000016,0°C to 9°C,Normal: 6%-9%
120,2010-02-19,31,No Holiday,No Holiday,1473386.75,4,210.95000000000027,8.324000000000002,2.5099999999999985,0°C to 9°C,Normal: 6%-9%
121,2010-02-19,32,No Holiday,No Holiday,1082559.0599999998,-2,189.5300000000002,9.014000000000006,2.550000000000002,-10°C to -1°C,High: >9%
122,2010-02-19,33,No Holiday,No Holiday,296850.83,17,126.53,10.115000000000006,2.9200000000000013,10°C to 19°C,High: >9%
123,2010-02-19,34,No Holiday,No Holiday,983963.0699999998,4,126.53000000000002,9.520999999999997,2.539999999999999,0°C to 9°C,High: >9%
124,2010-02-19,35,No Holiday,No Holiday,1270658.6400000001,0,135.47,9.261999999999992,2.75,0°C to 9°C,High: >9%
125,2010-02-19,36,No Holiday,No Holiday,470281.0300000001,8,210.05000000000013,8.553999999999995,2.4699999999999993,0°C to 9°C,Normal: 6%-9%
126,2010-02-19,37,No Holiday,No Holiday,510382.50000000006,8,210.04999999999998,8.55399999999999,2.5100000000000016,0°C to 9°C,Normal: 6%-9%
127,2010-02-19,38,No Holiday,No Holiday,327237.92000000004,13,126.52999999999996,13.975000000000012,2.9199999999999995,10°C to 19°C,High: >9%
128,2010-02-19,39,No Holiday,No Holiday,1230591.97,7,210.04999999999978,8.553999999999984,2.509999999999999,0°C to 9°C,Normal: 6%-9%
129,2010-02-19,40,No Holiday,No Holiday,916289.2,-2,131.64000000000004,5.891999999999997,2.75,-10°C to -1°C,Low: <6%
130,2010-02-19,41,No Holiday,No Holiday,1052034.74,-4,189.5300000000002,7.541,2.5500000000000016,-10°C to -1°C,Normal: 6%-9%
131,2010-02-19,42,No Holiday,No Holiday,508794.86999999994,15,126.52999999999997,9.764999999999992,2.9199999999999995,10°C to 19°C,High: >9%
132,2010-02-19,43,No Holiday,No Holiday,658997.55,9,203.25,9.52100000000001,2.5100000000000016,0°C to 9°C,High: >9%
133,2010-02-19,44,No Holiday,No Holiday,267956.30000000005,2,126.52999999999997,8.119000000000009,2.6500000000000026,0°C to 9°C,Normal: 6%-9%
134,2010-02-19,45,No Holiday,No Holiday,841264.0400000002,0,182.03000000000017,8.991999999999999,2.75,0°C to 9°C,Normal: 6%-9%
135,2010-02-26,1,No Holiday,No Holiday,1409727.5900000003,8,211.31999999999982,8.105999999999996,2.5600000000000014,0°C to 9°C,Normal: 6%-9%
136,2010-02-26,2,No Holiday,No Holiday,1865097.27,8,210.97999999999968,8.324,2.5600000000000014,0°C to 9°C,Normal: 6%-9%
137,2010-02-26,3,No Holiday,No Holiday,407204.86,11,214.64999999999978,7.367999999999996,2.5600000000000014,10°C to 19°C,Normal: 6%-9%
138,2010-02-26,4,No Holiday,No Holiday,1925728.84,5,126.55000000000001,8.623000000000005,2.5900000000000025,0°C to 9°C,Normal: 6%-9%
139,2010-02-26,5,No Holiday,No Holiday,270281.63,8,211.87999999999974,6.565999999999991,2.5600000000000014,0°C to 9°C,Normal: 6%-9%
140,2010-02-26,6,No Holiday,No Holiday,1432953.21,8,212.85000000000025,7.259000000000004,2.5600000000000014,0°C to 9°C,Normal: 6%-9%
141,2010-02-26,7,No Holiday,No Holiday,496083.2400000001,-4,189.60000000000022,9.014000000000006,2.5900000000000025,-10°C to -1°C,High: >9%
142,2010-02-26,8,No Holiday,No Holiday,847592.1099999998,3,214.6900000000001,6.298999999999994,2.5600000000000014,0°C to 9°C,Normal: 6%-9%
143,2010-02-26,9,No Holiday,No Holiday,473773.2700000001,7,214.87999999999974,6.415000000000006,2.5600000000000014,0°C to 9°C,Normal: 6%-9%
144,2010-02-26,10,No Holiday,No Holiday,2006774.9599999997,12,126.55,9.76499999999999,2.830000000000004,10°C to 19°C,High: >9%
145,2010-02-26,11,No Holiday,No Holiday,1336404.6500000004,12,214.64999999999978,7.367999999999998,2.5600000000000014,10°C to 19°C,Normal: 6%-9%
146,2010-02-26,12,No Holiday,No Holiday,1048617.17,10,126.55000000000007,13.975000000000014,2.830000000000003,10°C to 19°C,High: >9%
147,2010-02-26,13,No Holiday,No Holiday,1817850.3199999996,-1,126.55000000000001,8.315999999999995,2.6699999999999964,-10°C to -1°C,Normal: 6%-9%
148,2010-02-26,14,No Holiday,No Holiday,2095591.6299999994,2,182.07999999999996,8.991999999999997,2.75,0°C to 9°C,Normal: 6%-9%
149,2010-02-26,15,No Holiday,No Holiday,564883.2000000001,-1,131.68999999999988,8.350000000000012,2.9099999999999975,-10°C to -1°C,Normal: 6%-9%
150,2010-02-26,16,No Holiday,No Holiday,443242.16999999987,-8,189.60000000000022,7.038999999999992,2.5900000000000025,-10°C to -1°C,Normal: 6%-9%
151,2010-02-26,17,No Holiday,No Holiday,749549.5499999998,-9,126.55000000000007,6.548000000000001,2.669999999999997,-10°C to -1°C,Normal: 6%-9%
152,2010-02-26,18,No Holiday,No Holiday,1068157.4500000002,2,131.68999999999988,9.202,2.75,0°C to 9°C,High: >9%
153,2010-02-26,19,No Holiday,No Holiday,1373270.06,-1,131.68999999999988,8.350000000000012,2.9099999999999975,-10°C to -1°C,Normal: 6%-9%
154,2010-02-26,20,No Holiday,No Holiday,1898193.95,0,204.45999999999964,8.187000000000008,2.75,0°C to 9°C,Normal: 6%-9%
155,2010-02-26,21,No Holiday,No Holiday,749597.24,7,210.9799999999997,8.324000000000007,2.5600000000000014,0°C to 9°C,Normal: 6%-9%
156,2010-02-26,22,No Holiday,No Holiday,899761.4800000002,2,135.5200000000002,8.283000000000005,2.75,0°C to 9°C,Normal: 6%-9%
157,2010-02-26,23,No Holiday,No Holiday,1198709.65,0,131.68999999999988,5.891999999999997,2.75,0°C to 9°C,Low: <6%
158,2010-02-26,24,No Holiday,No Holiday,1158722.7399999995,1,131.68999999999988,8.326000000000011,2.9099999999999975,0°C to 9°C,Normal: 6%-9%
159,2010-02-26,25,No Holiday,No Holiday,628516.5700000001,-2,204.45999999999964,8.187000000000008,2.75,-10°C to -1°C,Normal: 6%-9%
160,2010-02-26,26,No Holiday,No Holiday,855385.01,-3,131.68999999999988,8.488000000000007,2.75,-10°C to -1°C,Normal: 6%-9%
161,2010-02-26,27,No Holiday,No Holiday,1390934.2699999998,2,135.52000000000024,8.237000000000004,2.9099999999999975,0°C to 9°C,Normal: 6%-9%
162,2010-02-26,28,No Holiday,No Holiday,1542173.33,10,126.55000000000005,13.975000000000014,2.8300000000000036,10°C to 19°C,High: >9%
163,2010-02-26,29,No Holiday,No Holiday,488417.61000000016,2,131.68999999999983,10.063999999999998,2.75,0°C to 9°C,High: >9%
164,2010-02-26,30,No Holiday,No Holiday,472330.71,7,210.97999999999973,8.324000000000009,2.5600000000000014,0°C to 9°C,Normal: 6%-9%
165,2010-02-26,31,No Holiday,No Holiday,1344354.4100000006,7,210.9799999999997,8.324000000000003,2.5600000000000014,0°C to 9°C,Normal: 6%-9%
166,2010-02-26,32,No Holiday,No Holiday,1053247.1,-3,189.60000000000022,9.014000000000006,2.5900000000000025,-10°C to -1°C,High: >9%
167,2010-02-26,33,No Holiday,No Holiday,284052.7700000001,14,126.5500000000001,10.115000000000006,2.8299999999999987,10°C to 19°C,High: >9%
168,2010-02-26,34,No Holiday,No Holiday,905756.1300000001,3,126.55000000000004,9.520999999999999,2.5900000000000025,0°C to 9°C,High: >9%
169,2010-02-26,35,No Holiday,No Holiday,1020651.7400000001,2,135.5200000000002,9.261999999999992,2.75,0°C to 9°C,High: >9%
170,2010-02-26,36,No Holiday,No Holiday,447519.4399999999,10,210.07999999999998,8.553999999999993,2.5199999999999996,10°C to 19°C,Normal: 6%-9%
171,2010-02-26,37,No Holiday,No Holiday,513615.82,10,210.07999999999996,8.55399999999999,2.5600000000000014,10°C to 19°C,Normal: 6%-9%
172,2010-02-26,38,No Holiday,No Holiday,334222.73,10,126.55000000000011,13.97500000000001,2.8299999999999996,10°C to 19°C,High: >9%
173,2010-02-26,39,No Holiday,No Holiday,1168582.0199999998,10,210.07999999999996,8.553999999999986,2.5600000000000014,10°C to 19°C,Normal: 6%-9%
174,2010-02-26,40,No Holiday,No Holiday,863917.4099999998,1,131.68999999999988,5.891999999999997,2.75,0°C to 9°C,Low: <6%
175,2010-02-26,41,No Holiday,No Holiday,991941.73,-6,189.60000000000025,7.541000000000002,2.5900000000000025,-10°C to -1°C,Normal: 6%-9%
176,2010-02-26,42,No Holiday,No Holiday,491510.5800000001,12,126.5500000000001,9.764999999999992,2.8299999999999987,10°C to 19°C,High: >9%
177,2010-02-26,43,No Holiday,No Holiday,618702.79,9,203.28000000000006,9.52100000000001,2.5600000000000014,0°C to 9°C,High: >9%
178,2010-02-26,44,No Holiday,No Holiday,273079.07,-1,126.55000000000011,8.119000000000009,2.6700000000000013,-10°C to -1°C,Normal: 6%-9%
179,2010-02-26,45,No Holiday,No Holiday,741891.6500000001,2,182.07999999999996,8.991999999999999,2.75,0°C to 9°C,Normal: 6%-9%
180,2010-03-05,1,No Holiday,No Holiday,1554806.6799999997,8,211.35000000000025,8.105999999999996,2.6299999999999972,0°C to 9°C,Normal: 6%-9%
181,2010-03-05,2,No Holiday,No Holiday,1991013.1300000001,8,211.01000000000016,8.324,2.6299999999999972,0°C to 9°C,Normal: 6%-9%
182,2010-03-05,3,No Holiday,No Holiday,415202.04,12,214.68000000000018,7.367999999999996,2.6299999999999977,10°C to 19°C,Normal: 6%-9%
183,2010-03-05,4,No Holiday,No Holiday,1971057.4400000002,6,126.57999999999996,8.623000000000003,2.6500000000000035,0°C to 9°C,Normal: 6%-9%
184,2010-03-05,5,No Holiday,No Holiday,288855.71,9,211.90999999999988,6.565999999999991,2.6299999999999977,0°C to 9°C,Normal: 6%-9%
185,2010-03-05,6,No Holiday,No Holiday,1601348.82,10,212.87000000000032,7.259000000000004,2.6299999999999972,10°C to 19°C,Normal: 6%-9%
