,Date,Store,Holiday Name,Is Holiday,Weekly_Sales,Temperature C,CPI,Unemployment,Fuel_Price,Temp Category,Unemployment Category
17,2010-02-05,18,No Holiday,No Holiday,1205307.4999999998,-5.927777777777788,131.5279031999999,9.202,2.788000000000002,-10°C to -1°C,High: >9%
18,2010-02-05,19,No Holiday,No Holiday,1507637.1700000006,-6.1333333333333275,131.5279031999999,8.350000000000012,2.954000000000001,-10°C to -1°C,Normal: 6%-9%
19,2010-02-05,20,No Holiday,No Holiday,2401395.4699999993,-3.377777777777773,204.2471934999998,8.187000000000008,2.7839999999999985,-10°C to -1°C,Normal: 6%-9%
20,2010-02-05,21,No Holiday,No Holiday,798593.88,3.9166666666666625,210.7526053000001,8.324000000000005,2.572000000000002,0°C to 9°C,Normal: 6%-9%
21,2010-02-05,22,No Holiday,No Holiday,1033017.37,-4.244444444444444,135.35246079999993,8.283000000000005,2.788000000000002,-10°C to -1°C,Normal: 6%-9%
22,2010-02-05,23,No Holiday,No Holiday,1364721.5800000003,-9.305555555555546,131.5279031999999,5.891999999999997,2.7880000000000025,-10°C to -1°C,Low: <6%
23,2010-02-05,24,No Holiday,No Holiday,1388725.6299999997,-5.316666666666664,131.5279031999999,8.326000000000011,2.954000000000001,-10°C to -1°C,Normal: 6%-9%
24,2010-02-05,25,No Holiday,No Holiday,677231.6300000001,-6.055555555555547,204.24719349999984,8.187000000000008,2.783999999999999,-10°C to -1°C,Normal: 6%-9%
25,2010-02-05,26,No Holiday,No Holiday,1034119.2099999998,-12.472222222222205,131.5279031999999,8.488000000000007,2.7880000000000025,<-10°C,Normal: 6%-9%
26,2010-02-05,27,No Holiday,No Holiday,1874289.7899999993,-2.6722222222222194,135.35246079999996,8.237000000000005,2.9540000000000006,-10°C to -1°C,Normal: 6%-9%
27,2010-02-05,28,No Holiday,No Holiday,1672352.2900000003,9.705555555555554,126.44206449999992,13.975000000000016,2.961999999999997,10°C to 19°C,High: >9%
28,2010-02-05,29,No Holiday,No Holiday,538634.4600000001,-4.244444444444444,131.5279031999999,10.063999999999997,2.788000000000002,-10°C to -1°C,High: >9%
29,2010-02-05,30,No Holiday,No Holiday,465108.52,3.916666666666664,210.7526053000001,8.324000000000009,2.572000000000002,0°C to 9°C,Normal: 6%-9%
30,2010-02-05,31,No Holiday,No Holiday,1469252.05,3.9166666666666647,210.7526053000001,8.324,2.572000000000002,0°C to 9°C,Normal: 6%-9%
31,2010-02-05,32,No Holiday,No Holiday,1087616.1899999995,1.3499999999999988,189.3816974000001,9.014000000000006,2.580000000000003,0°C to 9°C,High: >9%
32,2010-02-05,33,No Holiday,No Holiday,274593.43,14.666666666666666,126.44206449999999,10.115000000000006,2.9620000000000024,10°C to 19°C,High: >9%
33,2010-02-05,34,No Holiday,No Holiday,956228.96,1.9111111111111099,126.44206449999989,9.520999999999997,2.598000000000004,0°C to 9°C,High: >9%
34,2010-02-05,35,No Holiday,No Holiday,1230613.5,-2.6722222222222194,135.35246079999993,9.261999999999992,2.783999999999999,-10°C to -1°C,High: >9%
35,2010-02-05,36,No Holiday,No Holiday,467546.7400000001,7.7611111111111155,209.85296629999996,8.553999999999995,2.5450000000000013,0°C to 9°C,Normal: 6%-9%
36,2010-02-05,37,No Holiday,No Holiday,536006.73,7.761111111111116,209.85296630000013,8.55399999999999,2.572000000000002,0°C to 9°C,Normal: 6%-9%
37,2010-02-05,38,No Holiday,No Holiday,358496.13999999996,9.705555555555565,126.4420645,13.975000000000012,2.962,10°C to 19°C,High: >9%
38,2010-02-05,39,No Holiday,No Holiday,1230596.8000000005,6.833333333333326,209.85296630000033,8.553999999999986,2.572000000000002,0°C to 9°C,Normal: 6%-9%
39,2010-02-05,40,No Holiday,No Holiday,1001943.8000000003,-9.733333333333345,131.5279031999999,5.891999999999997,2.7880000000000025,-10°C to -1°C,Low: <6%
40,2010-02-05,41,No Holiday,No Holiday,1086533.1800000002,-0.9611111111111101,189.3816974000001,7.541000000000001,2.5800000000000027,0°C to 9°C,Normal: 6%-9%
41,2010-02-05,42,No Holiday,No Holiday,543384.01,12.411111111111111,126.4420645,9.764999999999992,2.9620000000000015,10°C to 19°C,High: >9%
42,2010-02-05,43,No Holiday,No Holiday,647029.2799999999,8.50555555555555,203.0642742,9.52100000000001,2.572000000000002,0°C to 9°C,High: >9%
43,2010-02-05,44,No Holiday,No Holiday,281090.95000000007,-0.2611111111111106,126.4420645,8.119000000000009,2.6659999999999977,0°C to 9°C,Normal: 6%-9%
44,2010-02-05,45,No Holiday,No Holiday,890689.5099999999,-2.605555555555555,181.87118980000008,8.992,2.783999999999999,-10°C to -1°C,Normal: 6%-9%
45,2010-02-12,1,No Holiday,No Holiday,1641957.4400000006,3.616666666666669,211.24216979999986,8.105999999999996,2.5480000000000014,0°C to 9°C,Normal: 6%-9%
46,2010-02-12,2,No Holiday,No Holiday,2137809.5000000005,3.605555555555555,210.8979935000003,8.324000000000002,2.5480000000000014,0°C to 9°C,Normal: 6%-9%
47,2010-02-12,3,No Holiday,No Holiday,420728.96,8.85000000000001,214.5747916,7.367999999999996,2.5480000000000014,0°C to 9°C,Normal: 6%-9%
48,2010-02-12,4,No Holiday,No Holiday,2188307.3900000006,-1.7555555555555573,126.4962581,8.623000000000005,2.5730000000000004,-10°C to -1°C,Normal: 6%-9%
49,2010-02-12,5,No Holiday,No Holiday,311825.7,4.338888888888897,211.8004698000003,6.565999999999991,2.5480000000000014,0°C to 9°C,Normal: 6%-9%
50,2010-02-12,6,No Holiday,No Holiday,1606283.8599999999,4.761111111111116,212.77004250000016,7.259000000000004,2.5480000000000014,0°C to 9°C,Normal: 6%-9%
51,2010-02-12,7,No Holiday,No Holiday,524104.92000000016,-3.3888888888888875,189.46427249999988,9.014000000000006,2.572000000000002,-10°C to -1°C,High: >9%
52,2010-02-12,8,No Holiday,No Holiday,994801.3999999999,0.7444444444444469,214.62141890000018,6.298999999999993,2.5480000000000014,0°C to 9°C,Normal: 6%-9%
53,2010-02-12,9,No Holiday,No Holiday,552677.4799999997,2.8222222222222224,214.80565340000024,6.415000000000006,2.5480000000000014,0°C to 9°C,Normal: 6%-9%
54,2010-02-12,10,No Holiday,No Holiday,2176028.52,9.977777777777767,126.4962581,9.76499999999999,2.828000000000002,10°C to 19°C,High: >9%
55,2010-02-12,11,No Holiday,No Holiday,1574684.0800000005,8.894444444444435,214.5747916,7.367999999999997,2.5480000000000014,0°C to 9°C,Normal: 6%-9%
56,2010-02-12,12,No Holiday,No Holiday,1117863.3299999998,8.816666666666672,126.4962581,13.975000000000014,2.9459999999999984,0°C to 9°C,High: >9%
57,2010-02-12,13,No Holiday,No Holiday,2030933.4599999997,0.6444444444444435,126.4962581,8.315999999999997,2.670999999999999,0°C to 9°C,Normal: 6%-9%
58,2010-02-12,14,No Holiday,No Holiday,1704218.8400000003,-2.3722222222222245,181.982317,8.991999999999997,2.772999999999998,-10°C to -1°C,Normal: 6%-9%
59,2010-02-12,15,No Holiday,No Holiday,682447.0999999999,-5.555555555555547,131.58661289999992,8.350000000000012,2.939999999999998,-10°C to -1°C,Normal: 6%-9%
60,2010-02-12,16,No Holiday,No Holiday,472044.2799999999,-6.183333333333336,189.46427249999988,7.038999999999992,2.572000000000002,-10°C to -1°C,Normal: 6%-9%
61,2010-02-12,17,No Holiday,No Holiday,841951.91,-7.577777777777781,126.4962581,6.548000000000001,2.6709999999999994,-10°C to -1°C,Normal: 6%-9%
62,2010-02-12,18,No Holiday,No Holiday,1187880.7,-3.1055555555555547,131.5866128999999,9.202,2.7709999999999964,-10°C to -1°C,High: >9%
63,2010-02-12,19,No Holiday,No Holiday,1536549.95,-4.877777777777778,131.58661289999995,8.350000000000012,2.939999999999998,-10°C to -1°C,Normal: 6%-9%
64,2010-02-12,20,No Holiday,No Holiday,2109107.9,-5.4888888888888845,204.3857472,8.187000000000008,2.7729999999999984,-10°C to -1°C,Normal: 6%-9%
65,2010-02-12,21,No Holiday,No Holiday,809321.4399999998,3.205555555555555,210.89799350000027,8.324000000000005,2.5480000000000014,0°C to 9°C,Normal: 6%-9%
66,2010-02-12,22,No Holiday,No Holiday,1022571.25,-2.1444444444444453,135.41130760000001,8.283000000000005,2.770999999999996,-10°C to -1°C,Normal: 6%-9%
67,2010-02-12,23,No Holiday,No Holiday,1380892.0799999998,-7.3611111111111,131.58661289999992,5.891999999999997,2.770999999999996,-10°C to -1°C,Low: <6%
68,2010-02-12,24,No Holiday,No Holiday,1414107.1,-3.3666666666666685,131.58661289999995,8.326000000000011,2.939999999999998,-10°C to -1°C,Normal: 6%-9%
69,2010-02-12,25,No Holiday,No Holiday,583364.02,-6.866666666666671,204.3857472,8.187000000000008,2.7729999999999984,-10°C to -1°C,Normal: 6%-9%
70,2010-02-12,26,No Holiday,No Holiday,1015684.0899999996,-7.699999999999994,131.5866128999999,8.488000000000007,2.7709999999999964,-10°C to -1°C,Normal: 6%-9%
71,2010-02-12,27,No Holiday,No Holiday,1745362.72,-1.2166666666666683,135.4113076,8.237000000000004,2.939999999999998,-10°C to -1°C,Normal: 6%-9%
72,2010-02-12,28,No Holiday,No Holiday,1558968.4900000002,8.816666666666674,126.4962581,13.975000000000016,2.9459999999999984,0°C to 9°C,High: >9%
73,2010-02-12,29,No Holiday,No Holiday,529672.95,-2.1444444444444453,131.5866128999999,10.063999999999997,2.7709999999999964,-10°C to -1°C,High: >9%
74,2010-02-12,30,No Holiday,No Holiday,497374.57000000007,3.2055555555555575,210.8979935000001,8.324000000000007,2.5480000000000014,0°C to 9°C,Normal: 6%-9%
75,2010-02-12,31,No Holiday,No Holiday,1543947.23,3.205555555555555,210.89799350000027,8.324000000000002,2.5480000000000014,0°C to 9°C,Normal: 6%-9%
76,2010-02-12,32,No Holiday,No Holiday,1123566.1200000003,-2.17222222222222,189.46427249999985,9.014000000000006,2.572000000000002,-10°C to -1°C,High: >9%
77,2010-02-12,33,No Holiday,No Holiday,294882.8300000001,13.038888888888891,126.4962581,10.115000000000006,2.828000000000002,10°C to 19°C,High: >9%
78,2010-02-12,34,No Holiday,No Holiday,994610.9899999998,2.2944444444444487,126.4962581,9.520999999999999,2.573,0°C to 9°C,High: >9%
79,2010-02-12,35,No Holiday,No Holiday,1168815.31,-1.2166666666666683,135.41130760000004,9.261999999999992,2.7729999999999984,-10°C to -1°C,High: >9%
80,2010-02-12,36,No Holiday,No Holiday,469563.69999999995,7.838888888888897,209.9970208000002,8.553999999999995,2.539000000000001,0°C to 9°C,Normal: 6%-9%
81,2010-02-12,37,No Holiday,No Holiday,529852.6999999998,7.838888888888898,209.9970208000001,8.55399999999999,2.5480000000000014,0°C to 9°C,Normal: 6%-9%
82,2010-02-12,38,No Holiday,No Holiday,342214.89999999997,8.816666666666665,126.49625809999999,13.975000000000012,2.9459999999999984,0°C to 9°C,High: >9%
83,2010-02-12,39,No Holiday,No Holiday,1266229.07,6.988888888888882,209.99702079999992,8.553999999999984,2.5480000000000014,0°C to 9°C,Normal: 6%-9%
84,2010-02-12,40,No Holiday,No Holiday,955338.29,-6.199999999999993,131.58661289999992,5.891999999999997,2.770999999999996,-10°C to -1°C,Low: <6%
85,2010-02-12,41,No Holiday,No Holiday,1075656.34,-4.977777777777777,189.46427249999985,7.541000000000001,2.572000000000002,-10°C to -1°C,Normal: 6%-9%
86,2010-02-12,42,No Holiday,No Holiday,575709.96,9.977777777777773,126.49625809999999,9.764999999999992,2.8280000000000016,10°C to 19°C,High: >9%
87,2010-02-12,43,No Holiday,No Holiday,682918.9900000001,8.883333333333331,203.2010968000001,9.52100000000001,2.5480000000000014,0°C to 9°C,High: >9%
88,2010-02-12,44,No Holiday,No Holiday,286857.13,0.6444444444444423,126.49625809999999,8.119000000000009,2.671000000000003,0°C to 9°C,Normal: 6%-9%
89,2010-02-12,45,No Holiday,No Holiday,656988.6399999998,-2.3722222222222236,181.982317,8.992,2.7729999999999984,-10°C to -1°C,Normal: 6%-9%
90,2010-02-19,1,No Holiday,No Holiday,1611968.1699999992,4.405555555555561,211.2891428999997,8.105999999999996,2.514000000000002,0°C to 9°C,Normal: 6%-9%
91,2010-02-19,2,No Holiday,No Holiday,2124451.5400000005,4.272222222222221,210.94516049999984,8.324,2.514000000000002,0°C to 9°C,Normal: 6%-9%
92,2010-02-19,3,No Holiday,No Holiday,421642.19000000006,8.372222222222218,214.61988679999973,7.367999999999996,2.514000000000001,0°C to 9°C,Normal: 6%-9%
93,2010-02-19,4,No Holiday,No Holiday,2049860.2599999995,2.4722222222222268,126.52628569999985,8.623000000000003,2.5399999999999996,0°C to 9°C,Normal: 6%-9%
94,2010-02-19,5,No Holiday,No Holiday,303447.57,5.077777777777781,211.84712829999992,6.565999999999991,2.514000000000001,0°C to 9°C,Normal: 6%-9%
95,2010-02-19,6,No Holiday,No Holiday,1567138.0700000005,6.433333333333336,212.8161545999997,7.259000000000004,2.514000000000002,0°C to 9°C,Normal: 6%-9%
96,2010-02-19,7,No Holiday,No Holiday,506760.53999999986,-2.6222222222222245,189.53409979999978,9.014000000000006,2.5500000000000016,-10°C to -1°C,High: >9%
97,2010-02-19,8,No Holiday,No Holiday,963960.37,3.9444444444444504,214.6664877999997,6.298999999999993,2.514000000000002,0°C to 9°C,Normal: 6%-9%
98,2010-02-19,9,No Holiday,No Holiday,511327.9000000001,6.144444444444447,214.85061850000014,6.415000000000006,2.514000000000001,0°C to 9°C,Normal: 6%-9%
99,2010-02-19,10,No Holiday,No Holiday,2113432.579999999,14.566666666666688,126.52628569999983,9.76499999999999,2.9149999999999987,10°C to 19°C,High: >9%
100,2010-02-19,11,No Holiday,No Holiday,1503298.7000000002,9.055555555555546,214.61988679999968,7.367999999999998,2.514000000000002,10°C to 19°C,Normal: 6%-9%
101,2010-02-19,12,No Holiday,No Holiday,1095421.6499999992,12.683333333333312,126.52628569999985,13.975000000000014,2.9149999999999987,10°C to 19°C,High: >9%
102,2010-02-19,13,No Holiday,No Holiday,1970274.6399999997,2.055555555555555,126.52628569999983,8.315999999999995,2.6539999999999973,0°C to 9°C,Normal: 6%-9%
103,2010-02-19,14,No Holiday,No Holiday,2204556.6999999997,-0.4055555555555552,182.03478159999986,8.991999999999997,2.7450000000000028,0°C to 9°C,Normal: 6%-9%
104,2010-02-19,15,No Holiday,No Holiday,660838.7500000002,-2.47777777777778,131.63699999999997,8.350000000000012,2.908999999999999,-10°C to -1°C,Normal: 6%-9%
105,2010-02-19,16,No Holiday,No Holiday,469868.69999999984,-6.0388888888888905,189.53409979999984,7.038999999999992,2.5500000000000007,-10°C to -1°C,Normal: 6%-9%
106,2010-02-19,17,No Holiday,No Holiday,800713.9999999999,-3.855555555555555,126.52628569999985,6.548000000000001,2.6539999999999973,-10°C to -1°C,Normal: 6%-9%
107,2010-02-19,18,No Holiday,No Holiday,1150663.42,-0.6055555555555548,131.63699999999997,9.202,2.7470000000000043,0°C to 9°C,High: >9%
108,2010-02-19,19,No Holiday,No Holiday,1515976.1100000003,-1.9055555555555554,131.63700000000003,8.350000000000012,2.9089999999999985,-10°C to -1°C,Normal: 6%-9%
109,2010-02-19,20,No Holiday,No Holiday,2161549.7600000002,-3.650000000000003,204.4321003999998,8.187000000000008,2.7450000000000028,-10°C to -1°C,Normal: 6%-9%
110,2010-02-19,21,No Holiday,No Holiday,867283.2499999999,4.305555555555549,210.94516049999987,8.324000000000005,2.5140000000000016,0°C to 9°C,Normal: 6%-9%
111,2010-02-19,22,No Holiday,No Holiday,988467.6100000001,-0.022222222222221717,135.46577809999994,8.283000000000007,2.7470000000000043,0°C to 9°C,Normal: 6%-9%
112,2010-02-19,23,No Holiday,No Holiday,1319588.0400000003,-2.9444444444444486,131.63699999999997,5.891999999999997,2.7470000000000043,-10°C to -1°C,Low: <6%
113,2010-02-19,24,No Holiday,No Holiday,1385362.4900000002,-0.527777777777778,131.637,8.326000000000011,2.9089999999999985,0°C to 9°C,Normal: 6%-9%
114,2010-02-19,25,No Holiday,No Holiday,676260.6700000002,-4.355555555555555,204.43210039999983,8.187000000000008,2.7450000000000023,-10°C to -1°C,Normal: 6%-9%
115,2010-02-19,26,No Holiday,No Holiday,999348.5500000002,-5.2111111111111095,131.63699999999997,8.488000000000008,2.7470000000000043,-10°C to -1°C,Normal: 6%-9%
116,2010-02-19,27,No Holiday,No Holiday,1945070.33,0.24444444444444346,135.46577809999994,8.237000000000005,2.9089999999999985,0°C to 9°C,Normal: 6%-9%
117,2010-02-19,28,No Holiday,No Holiday,1491300.4200000004,12.683333333333312,126.52628569999985,13.975000000000016,2.9149999999999987,10°C to 19°C,High: >9%
118,2010-02-19,29,No Holiday,No Holiday,542399.0699999998,-0.02222222222222172,131.63699999999994,10.063999999999997,2.747000000000004,0°C to 9°C,High: >9%
119,2010-02-19,30,No Holiday,No Holiday,463513.26,4.305555555555551,210.94516050000004,8.324000000000007,2.513999999999999,0°C to 9°C,Normal: 6%-9%
120,2010-02-19,31,No Holiday,No Holiday,1473386.75,4.305555555555548,210.94516049999987,8.324000000000002,2.514000000000002,0°C to 9°C,Normal: 6%-9%
121,2010-02-19,32,No Holiday,No Holiday,1082559.0599999998,-1.577777777777779,189.53409979999978,9.014000000000006,2.550000000000002,-10°C to -1°C,High: >9%
122,2010-02-19,33,No Holiday,No Holiday,296850.82999999996,16.755555555555556,126.52628569999987,10.115000000000006,2.915000000000003,10°C to 19°C,High: >9%
123,2010-02-19,34,No Holiday,No Holiday,983963.0699999997,3.5333333333333323,126.52628569999983,9.520999999999997,2.539999999999999,0°C to 9°C,High: >9%
124,2010-02-19,35,No Holiday,No Holiday,1270658.6399999997,0.24444444444444346,135.4657780999999,9.261999999999992,2.7450000000000023,0°C to 9°C,High: >9%
125,2010-02-19,36,No Holiday,No Holiday,470281.03,7.588888888888883,210.04510240000013,8.553999999999995,2.4719999999999986,0°C to 9°C,Normal: 6%-9%
126,2010-02-19,37,No Holiday,No Holiday,510382.5,7.588888888888888,210.04510240000002,8.55399999999999,2.513999999999999,0°C to 9°C,Normal: 6%-9%
127,2010-02-19,38,No Holiday,No Holiday,327237.92000000004,12.683333333333326,126.52628569999986,13.975000000000012,2.915000000000002,10°C to 19°C,High: >9%
128,2010-02-19,39,No Holiday,No Holiday,1230591.97,6.644444444444446,210.04510239999985,8.553999999999984,2.5140000000000016,0°C to 9°C,Normal: 6%-9%
129,2010-02-19,40,No Holiday,No Holiday,916289.1999999997,-2.3111111111111113,131.63699999999997,5.891999999999997,2.7470000000000043,-10°C to -1°C,Low: <6%
130,2010-02-19,41,No Holiday,No Holiday,1052034.74,-4.372222222222224,189.53409979999978,7.541,2.5500000000000016,-10°C to -1°C,Normal: 6%-9%
131,2010-02-19,42,No Holiday,No Holiday,508794.86999999994,14.56666666666668,126.52628569999986,9.764999999999992,2.915000000000002,10°C to 19°C,High: >9%
132,2010-02-19,43,No Holiday,No Holiday,658997.5499999998,9.316666666666665,203.24797959999998,9.52100000000001,2.513999999999999,10°C to 19°C,High: >9%
133,2010-02-19,44,No Holiday,No Holiday,267956.3,2.055555555555557,126.52628569999986,8.119000000000009,2.6539999999999973,0°C to 9°C,Normal: 6%-9%
134,2010-02-19,45,No Holiday,No Holiday,841264.0399999999,-0.4055555555555553,182.0347815999999,8.991999999999999,2.7450000000000023,0°C to 9°C,Normal: 6%-9%
135,2010-02-26,1,No Holiday,No Holiday,1409727.59,8.127777777777784,211.3196429,8.105999999999996,2.561000000000005,0°C to 9°C,Normal: 6%-9%
136,2010-02-26,2,No Holiday,No Holiday,1865097.2700000005,7.83333333333333,210.9759572999997,8.324,2.561000000000005,0°C to 9°C,Normal: 6%-9%
137,2010-02-26,3,No Holiday,No Holiday,407204.86,11.138888888888903,214.64751269999985,7.367999999999996,2.5610000000000044,10°C to 19°C,Normal: 6%-9%
138,2010-02-26,4,No Holiday,No Holiday,1925728.8399999999,5.199999999999993,126.55228569999983,8.623000000000005,2.5900000000000025,0°C to 9°C,Normal: 6%-9%
139,2010-02-26,5,No Holiday,No Holiday,270281.62999999995,8.166666666666673,211.87714679999996,6.565999999999991,2.5610000000000044,0°C to 9°C,Normal: 6%-9%
140,2010-02-26,6,No Holiday,No Holiday,1432953.2100000004,8.388888888888902,212.84533700000028,7.259000000000004,2.561000000000005,0°C to 9°C,Normal: 6%-9%
141,2010-02-26,7,No Holiday,No Holiday,496083.2400000001,-3.9388888888888896,189.60180229999983,9.014000000000006,2.586000000000003,-10°C to -1°C,High: >9%
142,2010-02-26,8,No Holiday,No Holiday,847592.11,3.2833333333333314,214.69407350000026,6.298999999999994,2.5610000000000044,0°C to 9°C,Normal: 6%-9%
143,2010-02-26,9,No Holiday,No Holiday,473773.27000000014,6.572222222222211,214.87804529999997,6.415000000000006,2.5610000000000044,0°C to 9°C,Normal: 6%-9%
144,2010-02-26,10,No Holiday,No Holiday,2006774.9599999995,11.538888888888893,126.55228569999981,9.76499999999999,2.8249999999999966,10°C to 19°C,High: >9%
145,2010-02-26,11,No Holiday,No Holiday,1336404.6500000001,11.549999999999988,214.64751269999982,7.367999999999998,2.561000000000005,10°C to 19°C,Normal: 6%-9%
146,2010-02-26,12,No Holiday,No Holiday,1048617.1700000002,10.127777777777771,126.55228569999984,13.975000000000014,2.8249999999999975,10°C to 19°C,High: >9%
147,2010-02-26,13,No Holiday,No Holiday,1817850.3199999998,-1.1222222222222211,126.55228569999983,8.315999999999995,2.667000000000001,-10°C to -1°C,Normal: 6%-9%
148,2010-02-26,14,No Holiday,No Holiday,2095591.63,1.6055555555555545,182.07746910000014,8.991999999999997,2.7539999999999982,0°C to 9°C,Normal: 6%-9%
149,2010-02-26,15,No Holiday,No Holiday,564883.2,-1.183333333333333,131.68599999999986,8.350000000000012,2.9099999999999975,-10°C to -1°C,Normal: 6%-9%
150,2010-02-26,16,No Holiday,No Holiday,443242.17,-7.7111111111111095,189.60180229999983,7.038999999999992,2.586000000000002,-10°C to -1°C,Normal: 6%-9%
151,2010-02-26,17,No Holiday,No Holiday,749549.55,-9.088888888888883,126.55228569999984,6.548000000000001,2.667000000000001,-10°C to -1°C,Normal: 6%-9%
152,2010-02-26,18,No Holiday,No Holiday,1068157.4500000002,1.9000000000000028,131.68599999999986,9.202,2.7529999999999957,0°C to 9°C,High: >9%
153,2010-02-26,19,No Holiday,No Holiday,1373270.0599999996,-0.9277777777777776,131.68599999999986,8.350000000000012,2.9099999999999975,0°C to 9°C,Normal: 6%-9%
154,2010-02-26,20,No Holiday,No Holiday,1898193.9499999995,0.1777777777777777,204.4630868999998,8.187000000000008,2.7539999999999982,0°C to 9°C,Normal: 6%-9%
155,2010-02-26,21,No Holiday,No Holiday,749597.24,7.394444444444447,210.97595729999975,8.324000000000007,2.5610000000000044,0°C to 9°C,Normal: 6%-9%
156,2010-02-26,22,No Holiday,No Holiday,899761.4799999999,2.211111111111109,135.51951910000008,8.283000000000005,2.752999999999996,0°C to 9°C,Normal: 6%-9%
157,2010-02-26,23,No Holiday,No Holiday,1198709.65,0.37777777777777727,131.68599999999986,5.891999999999997,2.7529999999999957,0°C to 9°C,Low: <6%
158,2010-02-26,24,No Holiday,No Holiday,1158722.7399999995,1.0999999999999988,131.68599999999986,8.326000000000011,2.9099999999999975,0°C to 9°C,Normal: 6%-9%
159,2010-02-26,25,No Holiday,No Holiday,628516.5699999998,-1.577777777777779,204.4630868999998,8.187000000000008,2.7539999999999982,-10°C to -1°C,Normal: 6%-9%
160,2010-02-26,26,No Holiday,No Holiday,855385.0099999999,-2.599999999999997,131.68599999999986,8.488000000000007,2.7529999999999957,-10°C to -1°C,Normal: 6%-9%
161,2010-02-26,27,No Holiday,No Holiday,1390934.27,2.222222222222226,135.5195191000001,8.237000000000004,2.9099999999999975,0°C to 9°C,Normal: 6%-9%
162,2010-02-26,28,No Holiday,No Holiday,1542173.33,10.12777777777777,126.55228569999984,13.975000000000014,2.824999999999997,10°C to 19°C,High: >9%
163,2010-02-26,29,No Holiday,No Holiday,488417.61000000004,2.211111111111109,131.6859999999999,10.063999999999998,2.7529999999999966,0°C to 9°C,High: >9%
164,2010-02-26,30,No Holiday,No Holiday,472330.70999999996,7.394444444444447,210.97595729999986,8.324000000000009,2.561000000000004,0°C to 9°C,Normal: 6%-9%
165,2010-02-26,31,No Holiday,No Holiday,1344354.4100000006,7.3944444444444475,210.9759572999997,8.324000000000003,2.561000000000005,0°C to 9°C,Normal: 6%-9%
166,2010-02-26,32,No Holiday,No Holiday,1053247.0999999999,-2.9777777777777805,189.60180229999983,9.014000000000006,2.586000000000003,-10°C to -1°C,High: >9%
167,2010-02-26,33,No Holiday,No Holiday,284052.77,13.6111111111111,126.55228569999996,10.115000000000006,2.825000000000002,10°C to 19°C,High: >9%
168,2010-02-26,34,No Holiday,No Holiday,905756.1300000002,2.9333333333333362,126.55228569999983,9.520999999999999,2.5900000000000025,0°C to 9°C,High: >9%
